プライマリーキー,JIS漢字水準,JLPT,人名用漢字,国字,学年,常用漢字,漢検配当級,画数,部首別
箼,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
篅,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
篊,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
篔,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
篖,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
篚,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
篪,JIS第４水準,,,,,,１級,,竹 たけ・たけかんむり
篰,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
簃,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
簋,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
簎,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
簏,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
簦,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
籅,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
籊,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
籑,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
籗,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
籞,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
籡,JIS第４水準,,,然り,,,１級,,竹 たけ・たけかんむり
籩,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
籮,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
籯,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
籰,JIS第４水準,,,,,,,,竹 たけ・たけかんむり
粦,JIS第４水準,,,,,,,,米 こめ・こめへん
粶,JIS第４水準,,,,,,,,米 こめ・こめへん
粷,JIS第４水準,,,,,,,,米 こめ・こめへん
粿,JIS第４水準,,,,,,,,米 こめ・こめへん
糄,JIS第４水準,,,,,,,,米 こめ・こめへん
糈,JIS第４水準,,,,,,,,米 こめ・こめへん
糍,JIS第４水準,,,,,,,,米 こめ・こめへん
糗,JIS第４水準,,,,,,,,米 こめ・こめへん
糦,JIS第４水準,,,,,,,,米 こめ・こめへん
糫,JIS第４水準,,,,,,,,米 こめ・こめへん
糵,JIS第４水準,,,,,,,,米 こめ・こめへん
紃,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
紉,JIS第４水準,,,,,,１級,,糸 糹 纟 いと・いとへん
紒,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
紞,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
紽,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
紾,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
絀,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
絇,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
絙,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
絚,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
絪,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
絰,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
絿,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
綆,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
綈,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
綌,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
綗,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
綝,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
綧,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
綪,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
綶,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
綷,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
緀,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
緗,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
緙,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
緦,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
緱,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
緹,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
縐,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
縗,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
縝,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
縠,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
縧,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
縬,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
繅,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
繳,JIS第４水準,,,,,,１級,,糸 糹 纟 いと・いとへん
繵,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
繾,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
纆,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
纇,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
纑,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
纘,JIS第４水準,,,,,,１級,,糸 糹 纟 いと・いとへん
纚,JIS第４水準,,,,,,,,糸 糹 纟 いと・いとへん
缻,JIS第４水準,,,,,,,,缶 ほとぎ・ほとぎへん
缼,JIS第４水準,,,,,,,10,欠 あくび・かける・けんづくり
缾,JIS第４水準,,,,,,,,缶 ほとぎ・ほとぎへん
罃,JIS第４水準,,,,,,,,缶 ほとぎ・ほとぎへん
罄,JIS第４水準,,,,,,,,缶 ほとぎ・ほとぎへん
罏,JIS第４水準,,,,,,,,缶 ほとぎ・ほとぎへん
罒,JIS第４水準,,,,,,,,网 罒 㓁 あみがしら・あみめ
罡,JIS第４水準,,,,,,,,网 罒 㓁 あみがしら・あみめ
罣,JIS第４水準,,,,,,,,网 罒 㓁 あみがしら・あみめ
罤,JIS第４水準,,,,,,,,网 罒 㓁 あみがしら・あみめ
罭,JIS第４水準,,,,,,,,网 罒 㓁 あみがしら・あみめ
罽,JIS第４水準,,,,,,,,网 罒 㓁 あみがしら・あみめ
罾,JIS第４水準,,,,,,,,网 罒 㓁 あみがしら・あみめ
羐,JIS第４水準,,,,,,,,艸 艹 くさ・くさかんむり・そうこう
羖,JIS第４水準,,,,,,,,羊 ひつじ・ひつじへん
羜,JIS第４水準,,,,,,,,羊 ひつじ・ひつじへん
羭,JIS第４水準,,,,,,,,羊 ひつじ・ひつじへん
翃,JIS第４水準,,,,,,,,羽 はね
翏,JIS第４水準,,,,,,,,羽 はね
翣,JIS第４水準,,,,,,,,羽 はね
翥,JIS第４水準,,,,,,,,羽 はね
翯,JIS第４水準,,,,,,,,羽 はね
翲,JIS第４水準,,,,,,,,羽 はね
耂,JIS第４水準,,,,,,,4,老 耂 おいかんむり・おいがしら・おい
耈,JIS第４水準,,,,,,,,老 耂 おいかんむり・おいがしら・おい
耊,JIS第４水準,,,,,,,,老 耂 おいかんむり・おいがしら・おい
耎,JIS第４水準,,,,,,,,
耑,JIS第４水準,,,,,,,,
耖,JIS第４水準,,,,,,,,耒 らいすき・すきへん (2)
耤,JIS第４水準,,,,,,,,耒 らいすき・すきへん (2)
耬,JIS第４水準,,,,,,,,耒 らいすき・すきへん (2)
耰,JIS第４水準,,,,,,,,耒 らいすき・すきへん (2)
聃,JIS第４水準,,,,,,,,耳 みみ・みみへん
聦,JIS第４水準,,,,,,,,耳 みみ・みみへん
聱,JIS第４水準,,,,,,,,耳 みみ・みみへん
聵,JIS第４水準,,,,,,,,耳 みみ・みみへん
聻,JIS第４水準,,,,,,,,耳 みみ・みみへん
肙,JIS第４水準,,,,,,,7,肉 月 ⺼ にく・にくづき
肜,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
肤,JIS第４水準,,,,,,,8,肉 月 ⺼ にく・にくづき
肧,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
肸,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
胅,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
胕,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
胘,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
胦,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
胵,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
胻,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
脍,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
脖,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
脞,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
脤,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
脧,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
脬,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
脵,JIS第４水準,,,然り,,,,,肉 月 ⺼ にく・にくづき
脽,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
腩,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
膁,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
膄,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
膅,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
膘,JIS第４水準,,,,,,,,肉 月 ⺼ にく・にくづき
